IMP,Year,Shipping_From,Ship_via,Customer,FLT#/Vessle#,Original_Need_Date,CEB_authorized_date,Forwarder,Gross_weight(kg),Pickup_day,ETD_port,ETA_Santos_or_VCP,Sailing_TAT,DI_register_date,Customs_clearance_date,Clearance_TAT,KPI_expect_arrive_CEB_date,FIRM_ARRIVAL_on_CEB,CEB_LGC_estimated_receiving_date,Door_to_Door_TAT,International_Transportation_Cost_(USD),Channel
IMP1900327,2019,CD,Air,A31_Wistron,ATLAS,,04/26/19,DHL Express ,5.5,04/29/19,04/30/19,43590,6,43621,43621,1,04/29/19,43621,43621,7,107.26,Green
BSP1900323,2019,VIETNAM,Air,ABO,FEDEX,,04/25/19,FEDEX,30.3,04/24/19,04/25/19,04/26/19,2,04/29/19,04/29/19,3,04/24/19,04/29/19,04/29/19,5,279.18,Green
IMP1900326,2019,CQ,Sea,ABO,VALIANT,,04/25/19,Asia Shipping,4136.2,04/29/19,43560,43652,39,43744,43744,5,06/23/19,43805,06/13/19,44,1980,Green
IMP1900325,2019,CQ,Sea,ABO,VALIANT,,04/25/19,Asia Shipping,11291.68,04/29/19,43560,43652,39,43744,43744,4,06/23/19,43775,06/13/19,43,1030,Green
BSP1900321,2019,MIAMI,Air,A31,ATLAS,,04/24/19,EI,20,04/23/19,04/24/19,04/24/19,1,04/25/19,04/25/19,1,04/23/19,04/25/19,04/26/19,2,585.88,Green
BSP1900317,2019,MIAMI,Air,A31,ATLAS,,04/23/19,EI,22.5,04/22/19,04/23/19,04/23/19,1,04/24/19,04/24/19,1,04/22/19,04/24/19,04/26/19,2,579.88,Green
BSP1900316,2019,MIAMI,Air,A31,ATLAS,,04/23/19,EI,36,04/22/19,04/23/19,04/23/19,1,04/24/19,04/24/19,1,04/22/19,04/24/19,04/26/19,2,576.85,Green
BSP1900315,2019,MIAMI,Air,A31,ATLAS,,04/23/19,EI,39.5,04/22/19,04/23/19,04/23/19,1,04/24/19,04/24/19,1,04/22/19,04/24/19,04/26/19,2,576.85,Green
BSP1900320,2019,MALAYSIA,Air,ABO,FEDEX,,04/23/19,FEDEX,24.52,04/23/19,04/23/19,04/25/19,2,04/26/19,04/26/19,1,04/23/19,04/26/19,04/26/19,3,269.44,Green
BSP1900314,2019,CKG,Air,ABO,LUFTHANSA,,04/23/19,Weida,240,04/24/19,04/26/19,04/27/19,3,04/29/19,04/29/19,2,04/24/19,04/29/19,04/29/19,5,2132.96,Green
BSP1900319,2019,VIETNAM,Air,ABO,FEDEX,,04/23/19,FEDEX,38.6,04/22/19,04/23/19,04/24/19,2,04/25/19,04/25/19,1,04/22/19,04/25/19,04/26/19,3,359.55,Green
BSP1900318,2019,VIETNAM,Air,ABO,FEDEX,,04/23/19,FEDEX,23.7,04/22/19,04/23/19,04/25/19,3,04/26/19,04/26/19,1,04/22/19,04/26/19,04/26/19,4,228.42,Green
BSP1900311,2019,MEM,Air,ABO,FEDEX,,04/22/19,FEDEX,16,04/22/19,04/22/19,04/25/19,3,04/26/19,04/26/19,1,04/22/19,04/26/19,04/26/19,4,293.32,Green
BSP1900313,2019,MEM,Air,ABO,FEDEX,,04/22/19,FEDEX,3.76,04/22/19,04/22/19,04/25/19,3,04/26/19,04/26/19,1,04/22/19,04/26/19,04/26/19,4,3.8,Green
BSP1900312,2019,MEM,Air,ABO,FEDEX,,04/22/19,FEDEX,4.26,04/22/19,04/22/19,04/25/19,3,04/26/19,04/26/19,1,04/22/19,04/26/19,04/26/19,4,102.64,Green
BSP1900310,2019,MEM,Air,ABO,FEDEX,,04/22/19,FEDEX,4.53,04/22/19,04/22/19,04/25/19,3,04/26/19,04/26/19,1,04/22/19,04/26/19,04/26/19,4,102.64,Green
BSP1900309,2019,MEM,Air,ABO,FEDEX,,04/22/19,FEDEX,18.83,04/22/19,04/22/19,04/25/19,3,04/26/19,04/26/19,1,04/22/19,04/26/19,04/26/19,4,293.32,Green
IMP1900301,2019,CKG,Air,ABO,LUFTHANSA,,04/18/19,DHL,4,04/25/19,43501,43590,10,43621,43621,1,04/25/19,43621,43621,11,303.42,Green
BSP1900308,2019,KS,Air,ABO,FEDEX,,04/22/19,FEDEX,22.9,04/22/19,04/20/19,04/22/19,0,04/23/19,04/23/19,1,04/22/19,04/23/19,04/23/19,1,247.88,Green
BSP1900305,2019,MEM,Air,ABO,FEDEX,,04/22/19,FEDEX,2.7,04/23/19,04/23/19,04/25/19,2,04/26/19,04/26/19,1,04/23/19,04/26/19,04/26/19,3,82.44,Green
BSP1900304,2019,MEM,Air,ABO,FEDEX,,04/22/19,FEDEX,2.72,04/22/19,04/23/19,04/24/19,2,04/25/19,04/25/19,1,04/22/19,04/25/19,04/26/19,3,30.97,Green
IMP1900307,2019,CQ,Sea,ABO,MSC JEONGMIN,,04/22/19,DHL,16798.4,04/26/19,04/30/19,43530,38,43530,43530,2,06/20/19,43591,43744,40,2400,Green
IMP1900306,2019,CQ,Sea,ABO,MSC JEONGMIN,,04/22/19,DHL,9735.17,04/26/19,04/30/19,43530,38,43530,43530,2,06/20/19,43591,43744,40,1600,Green
IMP1900302,2019,CQ,Sea,ABO,VANTAGE,,04/18/19,Asia Shipping,27532.2,04/23/19,04/27/19,05/30/19,37,05/31/19,05/31/19,5,06/17/19,43561,43652,42,4830,Green
BSP1900299,2019,MIA,Air,A31,ATLAS,,04/17/19,EI,9.5,04/16/19,04/17/19,04/18/19,2,04/18/19,04/18/19,0,04/16/19,04/18/19,04/18/19,2,935.88,Green
IMP1900300,2019,KS,Air,A31,KOREAN,,04/16/19,DHL,16,04/18/19,04/20/19,04/28/19,10,04/29/19,04/29/19,1,04/18/19,04/29/19,04/29/19,11,311.19,Green
BSP1900296,2019,MIA,Air,A31,ATLAS,,04/16/19,EI,17.5,04/15/19,04/16/19,04/16/19,1,04/17/19,04/17/19,1,04/15/19,04/17/19,04/17/19,2,660.88,Green
BSP1900297,2019,MEM,Air,ABO,FEDEX,,04/16/19,FEDEX,5.1,04/15/19,04/16/19,04/17/19,2,04/18/19,04/18/19,1,04/15/19,04/18/19,04/18/19,3,82.5,Green
BSP1900295,2019,MIA,Air,A31,ATLAS,,04/16/19,EI,42,04/15/19,04/16/19,04/16/19,1,04/17/19,04/17/19,1,04/15/19,04/17/19,04/17/19,2,660.88,Green
BSP1900293,2019,MIA,Air,A31,ATLAS,,04/16/19,EI,46.5,04/15/19,04/16/19,04/16/19,1,04/17/19,04/17/19,1,04/15/19,04/17/19,04/17/19,2,966.85,Green
BSP1900294,2019,MIA,Air,A31,ATLAS,,04/16/19,EI,45.5,04/15/19,04/16/19,04/16/19,1,04/17/19,04/17/19,1,04/15/19,04/17/19,04/17/19,2,691.85,Green
BSP1900289,2019,CKG,Air,ABO,LUFTHANSA,,04/16/19,Weida,320,04/18/19,04/20/19,04/22/19,4,04/22/19,04/22/19,1,04/18/19,04/23/19,04/25/19,5,2400.8,Green
IMP1900298,2019,KS,Sea,A31,KOTA LUKIS  ,,04/16/19,Asia Shipping,,04/18/19,04/21/19,05/25/19,37,05/27/19,05/27/19,5,43805,05/30/19,43530,42,1766.5,Green
IMP1900281,2019,CD,Air,A31_Wistron,KLM,,43773,DHL,38,43803,04/15/19,04/17/19,5,04/18/19,04/18/19,1,43803,04/18/19,04/18/19,6,717.4,Green
IMP1900280,2019,CTU,Air,,KLM,,43773,DHL,34,43803,04/15/19,04/17/19,5,04/18/19,04/18/19,1,43803,04/18/19,04/18/19,6,585.34,Green
BSP1900284,2019,KS,Air,ABO,FEDEX,,04/15/19,FEDEX,54.2,43803,43803,04/17/19,5,04/18/19,04/18/19,1,43803,04/18/19,04/18/19,6,697.17,Green
BSP1900290,2019,KS,Sea,ABO,MOL BEAUTY,,04/15/19,Weida,6463.1,04/19/19,04/24/19,05/26/19,37,05/29/19,05/29/19,5,06/13/19,05/31/19,43530,42,1400,Green
IMP1900288,2019,CD,Air,A31,KLM,,04/15/19,Weida,1.5,04/17/19,04/18/19,04/20/19,3,04/22/19,04/22/19,2,04/17/19,04/22/19,04/23/19,5,530,Green
IMP1900285,2019,CQ,Air,ABO,LUFTHANSA,,43803,Weida,243.17,04/14/19,04/17/19,04/19/19,5,04/22/19,04/22/19,3,04/14/19,04/22/19,04/22/19,8,5167.27,Green
IMP1900287,2019,CD,Sea,A31,KOTA LUKIS,,43803,Asia Shipping,,04/15/19,04/21/19,05/25/19,40,05/27/19,05/27/19,5,43714,05/30/19,43530,45,3021.5,Green
BSP1900279,2019,MEM,Air,ABO,FEDEX,,43742,FEDEX,5.6,43712,43742,43773,2,43803,43803,1,43712,43803,43803,3,82.5,Green
IMP1900282,2019,CQ,Sea,ABO,MAERSK LEON,,43773,DHL,6482.05,04/16/19,04/19/19,05/26/19,40,05/29/19,05/29/19,4,43744,05/30/19,43591,44,800,Green
BSP1900272,2019,MEM,Air,ABO,FEDEX,,43559,FEDEX,5.42,43681,43681,43742,2,43773,43773,1,43681,43773,43773,3,92.62,Green
BSP1900278,2019,PEN,Air,ABO,KLM,,43742,Agility,1267,43803,04/17/19,04/19/19,7,04/22/19,04/25/19,10,43803,04/29/19,04/29/19,17,8382,Red
BSP1900276,2019,MIA,Air,A31,ATLAS,,43742,EI,43,43712,43742,43742,1,43773,43773,1,43712,43773,43773,2,576.85,Green
BSP1900277,2019,MIA,Air,A31,ATLAS,,43742,Agility,50.5,43712,43742,43742,1,43773,43773,1,43712,43773,43773,2,600.45,Green
BSP1900275,2019,MIA,Air,A31,ATLAS,,43742,EI,32.5,43712,43742,43742,1,43773,43773,1,43712,43773,43773,2,576.85,Green
BSP1900274,2019,MIA,Air,A31,ATLAS,,43712,EI,45,43681,43712,43712,1,43742,43742,2,43681,43773,43742,3,576.85,Green
BSP1900273,2019,MIA,Air,A31,ATLAS,,43712,EI,14.5,43681,43712,43712,1,43742,43742,2,43681,43773,43742,3,545.88,Green
BSP1900271,2019,MEM,Air,ABO,FEDEX,,43681,FEDEX,5.72,43681,43681,43803,4,04/15/19,04/15/19,3,43681,04/15/19,04/15/19,7,102.64,Green
IMP1900268,2019,CTU,Sea,A31,SEAMAX ROWAYTON,,43681,DHL,309,43742,04/20/19,05/23/19,43,05/24/19,05/24/19,5,43561,05/28/19,05/28/19,48,3224.98,Green
BSP1900266,2019,MIA,Air,A31,ATLAS,,43681,EI,35.5,43589,43650,43650,2,43681,43681,1,43589,43681,43681,3,576.85,Green
BSP1900267,2019,MEM,Air,ABO,FEDEX,,43681,FEDEX,20.2,43589,43620,43681,3,43712,43712,1,43589,43712,43712,4,279.18,Green
IMP1900303,2019,CQ,Sea,ABO,VANTAGE,,04/18/19,Asia Shipping,14910.56,04/23/19,04/27/19,05/30/19,37,05/31/19,05/31/19,5,06/17/19,43561,43652,42,2930,Green
BSP1900264,2019,SHA,Sea,ABO,KOTA PEMIMPIN,,43559,Weida,3202.5,43712,04/17/19,05/20/19,41,05/21/19,05/21/19,3,43530,05/23/19,05/27/19,44,1100,Green
BSP1900261,2019,MEM,Air,ABO,FEDEX,,43528,FEDEX,27.2,43528,43528,43589,2,43681,43681,3,43528,43681,43681,5,301.77,Green
IMP1900263,2019,CD,Air,A31,KLM,,43559,Weida,20,43712,43803,04/15/19,6,04/16/19,04/16/19,1,43712,04/16/19,04/16/19,7,639.8,Green
IMP1900262,2019,KS,Air,A31,LUFTHANSA,,43559,Weida,5,43681,43742,43803,4,43803,43803,0,43681,43803,43803,4,403,Green
BSP1900259,2019,MIA,Air,A31,,,43528,Agility,25,43500,43528,43528,1,43559,43559,1,43500,43559,43559,2,545.88,Green
BSP1900260,2019,KS,Air,A31,ATLAS,,43528,EI,40.5,43500,43528,43528,1,43559,43559,1,43500,43559,43559,2,545.88,Green
BSP1900258,2019,MEM,Air,ABO,FEDEX,,43500,FEDEX,5.14,43500,43500,43528,1,43559,43559,1,43500,43559,43559,2,88.61,Green
BSP1900257,2019,MEM,Air,ABO,FEDEX,,43500,FEDEX,4.24,43500,43500,43559,2,43589,43589,1,43500,43589,43589,3,92.62,Green
IMP1900254,2019,CTU,Sea,ABO_Wistron,MOL BEAUTY,,43500,DHL,2722,04/18/19,04/25/19,05/28/19,40,05/29/19,05/29/19,3,43805,05/31/19,43530,43,1250,Green
BSP1900252,2019,MIA,Air,A31,ATLAS,,43500,EI,28.5,43469,43500,43500,1,43528,43528,1,43469,43528,43528,2,616.85,Green
BSP1900253,2019,KS,Air,ABO,FEDEX,,43500,FEDEX,3.3,43469,43469,43589,4,43681,43681,3,43469,43681,43681,7,102.64,Green
BSP1900251,2019,MEM,Air,ABO,FEDEX,,43469,FEDEX,3.9,43469,43469,43528,2,43559,43559,1,43469,43559,43559,3,88.61,Green
IMP1900250,2019,KS,Sea,A31,CMA CGM RODOLPHE,,43469,DHL,1805,43528,04/13/19,05/17/19,44,05/20/19,05/20/19,4,05/28/19,05/21/19,05/24/19,48,3284.77,Green
IMP1900248,2019,CD,Air,A31_Wistron,KLM,,43469,DHL,1,43528,43620,43712,6,43742,43742,2,43528,43773,43742,8,303.43,Green
BSP1900247,2019,MIA,Air,A31,ATLAS,,43469,Agility,21,03/30/19,03/31/19,03/31/19,1,43469,43469,1,03/30/19,43469,43469,2,545.88,Green
IMP1900249,2019,CQ,Air,ABO,KLM,,43469,Weida,173,43500,43589,43742,8,43742,43742,1,43500,43773,43742,9,2190.92,Green
IMP1900246,2019,CQ,Sea,ABO,COSCO NEW YORK,,43469,Asia Shipping,24880,43559,43650,43774,37,05/13/19,05/13/19,6,05/29/19,05/17/19,05/20/19,43,4830,Green
BSP1900245,2019,KS,Air,ABO,FEDEX,,03/28/19,FEDEX,50.7,03/27/19,03/27/19,43469,5,43500,43500,1,03/27/19,43500,43500,6,431.46,Green
BSP1900239,2019,KS,Air,ABO,FEDEX,,03/27/19,FEDEX,2.6,03/28/19,03/28/19,43469,4,43500,43500,1,03/28/19,43500,43500,5,82.84,Green
BSP1900243,2019,MEM,Air,ABO,FEDEX,,03/28/19,FEDEX,50.7,03/27/19,03/27/19,03/29/19,2,43469,43469,3,03/27/19,43469,43469,5,431.46,Green
BSP1900244,2019,KS,Air,ABO,FEDEX,,03/28/19,FEDEX,8.52,03/27/19,03/27/19,03/29/19,2,43469,43469,3,03/27/19,43469,43469,5,123.41,Green
BSP1900238,2019,KS,Air,A31,,,03/27/19,EI,29.5,03/26/19,03/27/19,03/27/19,1,03/28/19,03/28/19,1,03/26/19,03/28/19,03/28/19,2,576.85,Green
IMP1900241,2019,KS,Air,A31,LUFTHANSA,,03/27/19,Weida,908,03/28/19,03/31/19,43528,6,43559,43559,1,03/28/19,43559,43559,7,7955.86,Green
BSP1900237,2019,KS,Air,A31,,,03/27/19,EI,39.5,03/26/19,03/27/19,03/27/19,1,03/28/19,03/28/19,1,03/26/19,03/28/19,03/28/19,2,545.88,Green
IMP1900242,2019,CQ,Sea,ABO,COSCO NEW YORK,,03/27/19,Asia Shipping,20934.38,43559,43650,43774,37,05/13/19,05/13/19,6,05/29/19,05/17/19,05/20/19,43,3880,Green
IMP1900240,2019,CD,Air,A31,LUFTHANSA,,03/28/19,Weida,221,03/28/19,03/31/19,43528,6,43559,43559,1,03/28/19,43559,43559,7,2730.12,Green
IMP1900255,2019,CQ,Sea,ABO,KOTA GUNAWAN,,43500,Asia Shipping,16757.9,43742,04/14/19,05/17/19,37,05/20/19,05/20/19,5,43561,05/22/19,05/24/19,42,2.93,Green
BSP1900235,2019,KS,Air,ABO,FEDEX,,03/26/19,FEDEX,47.3,03/26/19,03/26/19,03/28/19,2,03/29/19,03/29/19,1,03/26/19,03/29/19,43469,3,460.01,Green
BSP1900223,2019,KS,Air,ABO,,,03/22/19,FEDEX,39.78,03/20/19,03/21/19,03/26/19,6,03/26/19,03/26/19,0,03/20/19,03/26/19,03/29/19,6,431.14,Green
BSP1900222,2019,KS,Air,ABO,KLM,,03/22/19,Agility,1270,03/22/19,03/25/19,03/27/19,5,03/28/19,03/28/19,1,03/22/19,03/28/19,03/28/19,6,8597.9,Green
IMP1900233,2019,CQ,Sea,ABO,CMA CGM JACQUES JUNIOR,,03/26/19,Weida,14608.8,03/26/19,03/30/19,43529,38,43529,43529,4,05/20/19,43651,43713,42,3495,Green
IMP1900224,2019,CQ,Sea,ABO,CMA CGM JACQUES JUNIOR,,03/22/19,Weida,12225.05,03/25/19,03/30/19,43529,39,43621,43621,4,05/19/19,43651,43713,43,2330,Green
IMP1900227,2019,CD,Air,A31,KLM,,03/22/19,Weida,790,03/25/19,03/30/19,43528,9,43528,43528,0,03/25/19,43528,43589,9,5987.9,Green
BSP1900219,2019,KS,Air,ABO,,,03/21/19,FEDEX,21.84,03/21/19,03/21/19,03/25/19,4,03/26/19,03/26/19,1,03/21/19,03/26/19,03/28/19,5,23.11,Green
BSP1900218,2019,KS,Air,ABO,,,03/21/19,FEDEX,22.32,03/20/19,03/21/19,03/26/19,6,03/26/19,03/26/19,0,03/20/19,03/26/19,43469,6,306.65,Green
IMP1900216,2019,KS,Air,A31_Wistron,KLM,,03/21/19,Weida,285,03/25/19,03/30/19,43528,9,43528,43528,0,03/25/19,43528,43589,9,2581.92,Green
IMP1900221,2019,CD,Sea,A31,KOTA LAWA,,03/21/19,Asia Shipping,699,03/22/19,03/31/19,43560,43,43621,43621,4,05/16/19,43682,43743,47,3119,Green
IMP1900220,2019,KS,Sea,A31,KOTA LAWA,,03/21/19,Asia Shipping,521,03/28/19,03/31/19,43560,37,43621,43621,4,05/22/19,43682,43743,41,1719,Green
IMP1900228,2019,CQ,Sea,ABO_Quanta,CMA CGM RODOLPHE,,03/22/19,Asia Shipping,2235.7,43681,04/13/19,05/17/19,39,05/20/19,05/20/19,4,43502,05/21/19,05/24/19,43,1030,Green
BSP1900213,2019,mem,Air,ABO,FEDEX,,03/20/19,FEDEX,15.85,03/19/19,03/20/19,03/22/19,3,03/25/19,03/25/19,3,03/19/19,03/25/19,03/25/19,6,228.42,Green
BSP1900215,2019,KS,Air,ABO,FEDEX,,03/20/19,FEDEX,12.1,03/19/19,03/19/19,03/21/19,2,03/22/19,03/22/19,1,03/19/19,03/22/19,03/22/19,3,186.12,Green
BSP1900214,2019,MEM,Air,ABO,FEDEX,,03/20/19,FEDEX,11.95,03/19/19,03/19/19,03/22/19,3,03/25/19,03/25/19,3,03/19/19,03/25/19,03/25/19,6,186.12,Green
BSP1900209,2019,MIAMI,Air,ABO_Quanta,LATAM,,03/19/19,CEVA,4,03/21/19,03/22/19,03/22/19,1,03/25/19,03/25/19,3,03/21/19,03/25/19,03/25/19,4,112,Green
BSP1900210,2019,MALAYSIA,Air,ABO_Wistron,FEDEX,,03/19/19,FEDEX,9.9,03/18/19,03/19/19,03/21/19,3,03/22/19,03/22/19,1,03/18/19,03/22/19,03/22/19,4,124.18,Green
BSP1900212,2019,MIA,Air,A31,ATLAS,,03/20/19,EI,10.5,03/19/19,03/20/19,03/20/19,1,03/21/19,03/21/19,1,03/19/19,03/21/19,03/21/19,2,545.88,Green
BSP1900206,2019,MIAMI,Air,A31,ATLAS,,03/19/19,EI,17.5,03/18/19,03/19/19,03/19/19,1,03/20/19,03/20/19,1,03/18/19,03/20/19,03/20/19,2,545.88,Green
IMP1900211,2019,CD,Air,A31_Wistron,KLM,,03/19/19,Weida,15,03/22/19,03/25/19,03/27/19,5,03/28/19,03/28/19,1,03/22/19,03/28/19,03/28/19,6,540,Green
BSP1900205,2019,MIAMI,Air,A31,ATLAS,,03/19/19,EI,39.5,03/18/19,03/19/19,03/19/19,1,03/20/19,03/20/19,1,03/18/19,03/20/19,03/20/19,2,576.85,Green
BSP1900204,2019,MIAMI,Air,A31,ATLAS,,03/19/19,EI,33.5,03/18/19,03/19/19,03/19/19,1,03/20/19,03/20/19,1,03/18/19,03/20/19,03/20/19,2,576.85,Green
BSP1900203,2019,KS,Air,A31,ATLAS,,03/18/19,EI,17.5,03/15/19,03/17/19,03/18/19,3,03/18/19,03/21/19,4,03/15/19,03/22/19,03/22/19,7,545.88,Red
BSP1900202,2019,MIA,Air,A31,ATLAS,,03/18/19,EI,33.5,03/15/19,03/17/19,03/18/19,3,03/18/19,03/18/19,0,03/15/19,03/18/19,03/18/19,3,576.85,Green
BSP1900201,2019,KS,Air,ABO,FEDEX,,03/14/19,FEDEX,45.26,03/14/19,03/14/19,03/15/19,1,03/18/19,03/18/19,3,03/14/19,03/18/19,03/18/19,4,440.84,Green
BSP1900197,2019,KS,Air,ABO,FEDEX,,03/14/19,FEDEX,2.7,03/15/19,03/16/19,03/18/19,3,03/19/19,03/19/19,1,03/15/19,03/19/19,03/19/19,4,82.44,Green
BSP1900198,2019,KS,Air,ABO,FEDEX,,03/13/19,FEDEX,3.18,03/13/19,03/14/19,03/14/19,1,03/15/19,03/15/19,1,03/13/19,03/15/19,03/15/19,2,33.81,Green
BSP1900196,2019,KS,Sea,ABO,MSC GISELLE,,03/13/19,Weida,8713.3,03/14/19,03/19/19,04/22/19,39,04/23/19,04/23/19,3,43682,04/25/19,04/25/19,42,2650,Green
IMP1900200,2019,CQ,Sea,ABO,ANTHEA Y,,03/14/19,Weida,16320.3,03/18/19,03/23/19,04/26/19,39,04/26/19,04/26/19,4,43804,04/30/19,43501,43,3495,Green
IMP1900199,2019,CQ,Sea,ABO,MAERSK LIRQUEN,,03/13/19,DHL,26253.7,03/18/19,03/22/19,04/28/19,41,04/30/19,04/30/19,8,43804,43621,43621,49,5750,Green
IMP1900217,2019,CQ,Sea,ABO,MAERSK LA PAZ,,03/20/19,DHL,,03/25/19,03/30/19,43621,42,43651,43651,3,05/19/19,43713,05/13/19,45,1150,Green
BSP1900190,2019,MEM,Air,ABO,FEDEX,,43802,FEDEX,2.8,43772,43772,03/13/19,2,03/14/19,03/14/19,1,43772,03/14/19,03/14/19,3,82.5,Green
BSP1900191,2019,MIA,Air,A31,ATLAS,,43802,EI,44,43772,43802,43802,1,03/13/19,03/13/19,2,43772,03/14/19,03/13/19,3,576.85,Green
BSP1900188,2019,MIA,Air,A31,ATLAS,,43802,EI,,43772,43802,43802,1,03/13/19,03/13/19,2,43772,03/14/19,03/13/19,3,545.88,Green
BSP1900189,2019,MIA,Air,A31,ATLAS,,43802,EI,57.5,43772,43802,43802,1,03/13/19,03/13/19,2,43772,03/14/19,03/13/19,3,600.45,Green
BSP1900187,2019,MIA,Air,A31,ATLAS,,43802,EI,47.5,43772,43802,43802,1,03/13/19,03/13/19,2,43772,03/14/19,03/13/19,3,57685,Green
IMP1900192,2019,CKG,Air,A31,KLM,,43802,Weida,311,03/13/19,03/18/19,03/20/19,7,03/20/19,03/20/19,0,03/13/19,03/20/19,03/20/19,7,2775.7,Green
BSP1900185,2019,CKG,Air,ABO,KLM,,43772,Weida,256,03/13/19,03/18/19,03/20/19,7,03/20/19,03/20/19,0,03/13/19,03/20/19,03/20/19,7,2690.96,Green
BSP1900180,2019,MIA,Air,A31,ATLAS,,43772,EI,13.5,43558,43588,43588,1,43802,43802,7,43558,43802,43802,8,680.88,Green
BSP1900181,2019,MIA,Air,A31,ATLAS,,43772,EI,44.5,43711,43741,43772,2,43802,43802,1,43711,43802,43802,3,811.85,Green
BSP1900184,2019,KS,Air,ABO,FEDEX,,43772,FEDEX,56.58,43772,43772,03/13/19,2,03/14/19,03/14/19,1,43772,03/14/19,03/14/19,3,546.27,Green
BSP1900183,2019,MEM,Air,ABO,FEDEX,,43772,FEDEX,19.05,43772,43772,03/13/19,2,03/14/19,03/14/19,1,43772,03/14/19,03/14/19,3,152.35,Green
BSP1900182,2019,KS,Air,ABO,FEDEX,,43772,FEDEX,1,43772,43772,03/13/19,2,03/14/19,03/14/19,1,43772,03/14/19,03/14/19,3,124.18,Green
IMP1900193,2019,CQ,Sea,ABO_Wistron,MAERSK LIRQUEN,,43802,DHL,4284.5,03/18/19,03/22/19,04/28/19,41,04/29/19,04/29/19,4,43804,43501,43621,45,1150,Green
IMP1900179,2019,CD,Air,A31_Wistron,LUFTHANSA,,43680,Weida,751,43802,03/14/19,03/15/19,3,03/18/19,03/18/19,3,43802,03/18/19,03/18/19,6,6122.88,Green
BSP1900178,2019,MEM,Air,ABO,FEDEX,,43680,FEDEX,16,43649,43680,43772,4,43802,43802,1,43649,43802,43802,5,293.32,Green
BSP1900177,2019,CKG,Air,ABO,LATAM,,43680,CEVA,63,43772,43802,43802,1,03/13/19,03/13/19,2,43772,03/14/19,03/13/19,3,414.65,Green
IMP1900186,2019,CQ,Sea,ABO,VALOR,,43772,Weida,15383.1,43802,03/16/19,04/18/19,37,04/22/19,04/22/19,6,43621,04/24/19,04/25/19,43,3495,Green
IMP1900174,2019,KS,Air,A31,KLM,,43649,Weida,,43680,43711,43802,4,43802,43802,0,43680,43802,43802,4,540,Green
IMP1900175,2019,CD,Sea,A31_Wistron,ANTHEA Y,,43649,DHL,53,03/13/19,03/23/19,04/26/19,44,04/29/19,04/29/19,4,43651,04/30/19,04/30/19,48,3967.35,Green
BSP1900170,2019,MEM,Air,ABO,FEDEX,,43619,FEDEX,27.7,43588,43588,43619,1,43649,43649,1,43588,43649,43649,2,301.77,Green
BSP1900169,2019,MEM,Air,ABO,FEDEX,,43619,FEDEX,26.4,43588,43588,43680,3,43680,43680,0,43588,43680,43680,3,290.99,Green
BSP1900168,2019,KS,Air,ABO,FEDEX,,43619,FEDEX,17.75,43588,43588,43680,3,43680,43680,0,43588,43680,43680,3,147.99,Green
BSP1900166,2019,MEM,Air,ABO,FEDEX,,43619,FEDEX,7.62,43588,43588,43619,1,43649,43649,1,43588,43649,43649,2,104.66,Green
BSP1900167,2019,MEM,Air,ABO,FEDEX,,43619,FEDEX,5.35,43588,43588,43649,2,43680,43680,1,43588,43680,43680,3,92.62,Green
BSP1900164,2019,KS,Air,ABO,FEDEX,,43619,FEDEX,7.7,43619,43619,43680,2,43772,43772,4,43619,43802,43772,6,123.41,Green
BSP1900163,2019,MEM,Air,ABO,FEDEX,,43619,FEDEX,8.6,43558,43588,43649,3,43680,43680,1,43558,43680,43680,4,123.41,Green
BSP1900165,2019,KS,Air,ABO,FEDEX,,43619,FEDEX,5.35,43588,43588,43680,3,43772,43772,4,43588,43802,43772,7,102.64,Green
BSP1900162,2019,MIA,Air,A31,ATLAS,,43619,Agility,22,43588,43619,43619,1,43649,43649,1,43588,43649,43649,2,745.88,Green
BSP1900160,2019,MIA,Air,A31,ATLAS,,43619,EI,43,43558,43588,43588,1,43619,43619,1,43558,43619,43619,2,830.88,Green
BSP1900161,2019,MIA,Air,A31,ATLAS,,43619,EI,38,43558,43588,43588,1,43619,43619,1,43558,43619,43619,2,761.85,Green
IMP1900173,2019,CQ,Sea,ABO_Quanta,VALOR,,43619,Weida,2374,43772,03/16/19,04/18/19,38,04/22/19,04/22/19,6,43590,04/24/19,04/25/19,44,1175,Green
IMP1900172,2019,CQ,Sea,ABO,COSCO SHIPPING VOLGA,,43618,Weida,13321.58,43558,43711,43773,38,43803,43803,5,04/28/19,04/16/19,04/16/19,43,3495,Green
BSP1900155,2019,CKG,Air,ABO,LUFTHANSA,,02/28/19,CEVA,92.9,43468,43499,43588,4,43619,43619,1,43468,43619,43619,5,509.78,Green
IMP1900157,2019,CD,Sea,A31,COSCO SHIPPING VOLGA,,02/28/19,Weida,3491.5,43468,43711,43773,41,43803,43803,4,04/25/19,04/15/19,04/15/19,45,4870,Green
BSP1900154,2019,KS,Air,ABO,FEDEX,,02/27/19,FEDEX,1.36,02/28/19,02/28/19,02/28/19,0,02/28/19,02/28/19,1,02/28/19,43468,02/28/19,1,27.83,Green
BSP1900152,2019,KS,Air,ABO,FEDEX,,02/27/19,FEDEX,1.4,02/28/19,43468,43558,4,43619,43619,2,02/28/19,43619,43619,6,55.51,Green
